PetalLength,PetalWidth,StemThickness,LeafSize,FlowerType
4.64901424590337,1.9585207096486446,0.6943065614302077,3.4569089569224074,Rose
4.429753987582999,1.929758912915246,0.9737638446522174,3.230230418745873,Rose
4.3591576842195146,2.1627680130757896,0.3609746921562613,2.860281073928923,Rose
4.57258868146981,1.4260159266026606,-0.017475349753909852,2.8313137412277083,Rose
4.196150663899673,2.094274199778582,0.22759277734363675,2.5763088895994124,Rose
4.939694630676466,1.9322671098540394,0.5202584614063771,2.572575544135963,Rose
4.336685182642445,2.0332767769129596,0.15470192677330918,3.1127094055037015,Rose
4.319808393024359,1.912491875062017,0.31948801633118096,3.555683455352681,Rose
4.49595083257862,1.68268672131323,0.7467634736309567,2.6337469050086932,Rose
4.562659078501427,1.4120989628360674,0.10154418533047088,3.059058370760737,Rose
4.721539973998623,2.051410484356991,0.4653055152835278,2.9096688913232134,Rose
4.056443402889772,1.7840467374815874,0.3618083687120638,3.317136667865675,Rose
4.603085486870539,1.4710879533911798,0.5972251908184385,2.884475315875105,Rose
4.296923399908213,2.1835028866522603,0.8092998567487852,3.2793840357348594,Rose
4.248234743033208,1.9072362872446356,0.5993790294210692,3.2926635381367078,Rose
4.356247728646413,1.944302307000855,0.16809950779819155,2.641138012775799,Rose
4.743757746718259,2.4068720085712467,0.47839696352589983,3.301059869367607,Rose
4.60849080751429,1.8064640736184627,0.6084186816525242,3.4614109699397906,Rose
4.489252188267015,2.4693930967442017,-0.28592353122692327,3.246570751312567,Rose
4.526114120471451,1.9102977948602398,0.5275282329606507,2.4037293256197323,Rose
4.434098433648747,2.107133771453524,0.9433682134224548,2.8445189345179056,Rose
4.257451919132044,1.849472886924639,0.7746206353106222,3.0986253328979054,Rose
4.341071938869888,2.1539802299340067,0.5291232648044121,3.290593497159867,Rose
4.289384071836794,1.9017013560206695,0.3823675540603527,2.5609455155603644,Rose
4.588836083119372,2.078316581653967,0.5015340369927382,2.929623859987456,Rose
4.075388777384876,1.8738064031703923,0.3971856450419692,2.7593168192335145,Rose
4.451614286500197,2.1212152570443616,1.065855770363159,3.0523733438495517,Rose
4.57726511721683,1.9776662252701498,-0.07563136458971242,2.992045837365235,Rose
4.518069062982308,2.7389726337455857,0.44229171056566324,3.0904642027000837,Rose
4.489586469088427,1.6493965887141404,0.8428468443545061,3.225579909806032,Rose
4.737309584112914,1.7271837635615783,0.9208382932808297,2.5794446811623155,Rose
4.676057128140081,2.6571366877429936,0.2028391024607935,2.8301106811191685,Rose
4.529895409526293,1.8489573037651403,0.03480097068016019,3.0205688924418084,Rose
4.181308885882169,2.1420777291905546,0.22417272972985908,3.4649803215052617,Rose
4.265024012299129,1.9033815451382974,0.7440551652109009,2.6307407050698135,Rose
4.568237980381239,2.3921428262847284,0.01775502963163178,3.055390157559691,Rose
4.577964838274527,2.234546861533193,0.12891478673657542,2.603863016074717,Rose
4.65658246968507,2.089095401969956,0.575147855103763,3.1039344628490926,Rose
4.295992583526453,2.069676109148301,0.5879217419896043,2.78569457459209,Rose
5.059732353343427,2.1421498762735363,0.14260895083920544,3.1969660825901487,Rose
4.207595498931804,2.2361253811227355,0.8475786737022213,2.7537953044944867,Rose
4.789012838773297,2.1238342780809494,0.746618047998347,3.569037894796184,Rose
4.426383565199139,1.7738791506927531,0.23314567111234302,2.7552569145103685,Rose
4.476869487175769,2.102345592444993,0.5830072397990057,3.248154974710807,Rose
4.503900567563372,2.4360602231471953,0.4206029500286132,3.8160507499768856,Rose
4.687700204329502,1.7428527330751153,0.1787322505816663,3.1447417245729556,Rose
4.432961164402244,2.2142001482276275,0.6419712873720634,2.978151326202938,Rose
4.245961884579478,1.5455458325942406,0.3660455143798937,3.256919638297042,Rose
4.564228123239062,1.6262783663864036,0.5519542777553545,3.115595213918651,Rose
4.23484276913966,2.046117531783658,0.5174626155338,2.657108910650813,Rose
6.107336208104485,3.6682353579104703,1.524915372952583,5.816140615610471,Sunflower
5.586699189612872,3.218652488025463,1.3545105801625978,5.654135785273662,Sunflower
6.154514305891814,4.655819447196416,1.3712671532079501,5.840669692054179,Sunflower
6.286200529047961,3.6954173753917394,1.1054192266078964,5.727690766147981,Sunflower
5.768152435638728,3.428954417977997,1.0543909356512688,5.524562241815897,Sunflower
6.694397570002053,2.9398204422224756,1.405878057112354,5.0161852386431045,Sunflower
5.85842044026317,3.8266851790902097,1.2192840057286387,5.176676566621208,Sunflower
5.78540888722201,3.7038793246804027,0.980890010484859,5.564937576874592,Sunflower
6.013671551971144,3.304519895718255,1.8431832267975976,5.6901757066954035,Sunflower
5.392457224002718,3.555936294430828,1.0014640605694836,5.755730000438867,Sunflower
5.762243778470189,3.4655790675599305,1.351496183694137,5.759726558251036,Sunflower
5.6399110778832675,3.3996496292477154,1.057516406651713,5.304001230227886,Sunflower
6.529636272084329,3.6214945132882868,0.8217348136994864,5.775358584116433,Sunflower
6.63664685910379,3.809739578165344,0.744189010213796,5.354729778140125,Sunflower
6.380073344755987,3.2876991603143657,1.3331458284438684,5.732390216028801,Sunflower
5.721920858526575,3.48214239318146,0.22761979797927823,5.192683707599713,Sunflower
5.924229554582052,3.1256650454105452,1.6897233911794904,5.070957586611811,Sunflower
5.867986653990905,3.5392221731858275,1.6323819867198346,5.069241354646168,Sunflower
6.348949125646488,3.503069918305876,0.9055474046856147,5.638631042278981,Sunflower
6.059717908672041,3.3199349368523614,1.2209406254970057,5.384405920941472,Sunflower
6.034055203575375,3.698639202356314,1.6758050448436055,5.128655350351945,Sunflower
6.63991001239688,2.9143736601432497,1.1544644714893249,5.676495161945373,Sunflower
6.084297560320509,3.313190144053822,1.1375633248928174,5.35209971960235,Sunflower
5.823190572916737,3.7548806291063075,1.3071046457895141,5.292127121421804,Sunflower
6.269879962629975,3.5921898562629826,1.443858635651688,5.688888652577083,Sunflower
5.751301496723379,3.3319456879409093,1.4241880815369785,5.68311107963004,Sunflower
5.993729521810756,3.5351982149926346,1.5832994687365274,5.322528583349251,Sunflower
6.164129214351012,3.4393422042698316,1.134695639031834,5.829633055596157,Sunflower
6.2476249046964085,3.7440528908001918,1.5916436421462987,5.5063011524898275,Sunflower
6.204585891388489,3.4069199730219633,1.2972499057465325,5.460957083689695,Sunflower
6.029098789497816,3.6785471076310743,0.9545337950299582,6.127716182705638,Sunflower
5.69819478555009,3.13574341616368,1.5474332620500202,5.737498808188881,Sunflower
6.1872359451156465,3.688503652779284,1.1963259681459255,5.230823688554251,Sunflower
6.022741367458118,3.2968514865463665,1.4925359200253254,5.455882785549359,Sunflower
5.752350840962246,3.403584247504102,1.3238794362826873,5.330882634158808,Sunflower
5.753333881330071,3.573106163447574,1.2734899713326169,5.347917047388661,Sunflower
5.858688508314503,3.569614981207291,0.7655746975508027,5.077760867687034,Sunflower
5.784466733624269,3.435965854486446,1.2932722696794012,5.942606865084866,Sunflower
6.257297886960606,3.452018441010972,1.1942951376291933,5.1992411906086575,Sunflower
5.994446059202283,3.4134024083239587,1.2968155681014268,5.251830716934303,Sunflower
6.1558039542723515,3.959821673900773,1.1673719554629427,5.620513516629682,Sunflower
6.207043197513333,3.379633858434249,1.267227744543125,5.503777720234538,Sunflower
6.029302829564649,3.26809706484336,1.2073530522776827,5.649399487373635,Sunflower
6.4353430823385125,3.787781247825562,1.8459547372534668,5.269795731133585,Sunflower
6.2616961910162034,3.5550026017215055,1.8569408799653018,5.257510514393455,Sunflower
5.748083447345767,3.3201822063667934,0.562831282707058,5.342273493495772,Sunflower
5.772260201533891,3.5451181359428623,1.3025267927331479,6.062851251764766,Sunflower
6.285127151455815,3.326928903301279,0.9304755985954926,5.647575751451952,Sunflower
5.603930037893807,4.049437629756306,1.553832036216386,5.359247304368589,Sunflower
5.486059641272737,3.9061617122496237,1.1656380464242146,5.871344893592038,Sunflower
4.52167170236169,2.320187493113868,0.8015731099154549,4.014094178129422,Lotus
4.864980358556227,2.6868549797042496,0.47971387118522174,3.957286154493612,Lotus
5.036088689513569,2.6543316502176246,1.0134844634266669,3.6626073724486394,Lotus
4.539765748779313,2.883303046569553,0.8996942035938775,3.775454039033034,Lotus
5.465345592656757,2.5347023902878574,1.153789155219148,4.020255544423033,Lotus
5.618224377464596,3.0266022527329612,0.725310755456278,4.291471285286306,Lotus
5.193612784875544,2.9105894672597046,0.5105229618259688,4.205815437999532,Lotus
5.317527346054876,1.9723781540730658,0.44502244620026754,3.38823034667197,Lotus
4.919177949666633,2.7152626767387886,1.2507071156288085,4.022228434125933,Lotus
5.4885846636713875,2.085969562535533,0.2889852681934537,3.9833356903310144,Lotus
5.115219634681792,2.4901915755717723,0.1797673699880371,3.9732639881461633,Lotus
4.608659149848544,2.7009017646490117,0.9099794738290545,3.7180360641017933,Lotus
4.845839924798992,2.1822359434333145,0.7811962708180484,4.286542696150372,Lotus
4.704282186099337,2.6512139546553533,0.6409227144882679,3.762138150321297,Lotus
4.967890892013632,2.1894273032741878,0.6339052083958454,3.6406366322233454,Lotus
5.589417539874916,2.5105790655915188,0.5900823476022243,4.0641939732202665,Lotus
4.966301585092751,2.433709120140033,0.9842500100130276,4.2272523130141915,Lotus
4.840849655716842,2.327254527806596,0.7174844908545068,3.3094236505793244,Lotus
4.545442681340434,2.9100622802333573,1.293490314050385,3.9252891881330867,Lotus
5.17296708891673,2.593375046363061,1.7236642425365714,4.335872473430373,Lotus
4.96162472255577,2.213337867819872,0.3180661039227283,4.061039090760167,Lotus
4.773094776414709,2.0733238871206976,0.606028134727242,3.6755355989156815,Lotus
5.5061424905217695,2.764491927084835,0.7976082076050148,4.4439832416670075,Lotus
5.023210492294285,2.2416147396015207,1.256937223180897,4.161673013105397,Lotus
4.688826153702063,2.4428983965749174,0.5373145239845729,3.585160080710699,Lotus
5.277853264259493,3.0728249921410393,0.3804297278542577,4.168890771007171,Lotus
4.804807229263452,2.3538623848705913,0.6222818227283393,3.7408027690960552,Lotus
5.014556488383448,2.2507149650766887,0.8811370477339517,3.984928567165259,Lotus
4.928315585940077,2.227730901387521,0.6269686008295002,4.226617367747727,Lotus
5.150275156287314,2.206733426560435,0.8297996916287678,4.225416137011536,Lotus
4.499178415663589,2.6630080577139803,0.601212872316246,4.171179600577948,Lotus
4.771022253037245,1.9585353698006442,0.31173726863505125,4.014425483998415,Lotus
5.077916750516445,2.2287050124686774,0.9915777376332122,3.501543981319312,Lotus
4.980176060405805,2.136695140071263,0.6044491676593523,4.014219601394924,Lotus
4.7418759904148144,2.3846333367310524,1.1018878427643322,3.8269324391430555,Lotus
5.250707633619543,2.1610879436027144,0.9589412533745849,4.43247058619737,Lotus
4.258506649961813,2.260931423358857,0.9731216381541621,3.939086384187102,Lotus
5.111343762011392,2.318804443985254,0.8259769362418701,3.953296829382376,Lotus
5.350334618497942,2.576326252990364,0.9012807986225607,3.87643691016326,Lotus
4.853718132778252,2.370232543654114,0.9183356427134891,3.873704655753921,Lotus
5.086932457068924,3.1226202395936316,1.0613374110295077,3.902192940349648,Lotus
5.360364176649184,2.3775773880935347,0.18856263944664386,3.6975741067247787,Lotus
4.438762423692244,2.3945459547876076,0.8055255137568655,4.502931193682585,Lotus
5.0980782121292485,2.4342698413573407,1.0488216743550467,3.3366594072976343,Lotus
5.07068436743257,2.73125955816609,0.3564241262660476,4.343126212962079,Lotus
5.101548922248324,2.3754136258297596,0.9898345598318855,4.6812078573413185,Lotus
5.054559876517549,2.574466175890101,0.6621917301379268,3.7450466891605627,Lotus
5.249100744963274,2.24317485222734,0.8214698711658178,3.856702765970465,Lotus
5.143693947723918,2.6000986315860843,1.1112619832773698,3.846995080343576,Lotus
4.919037519411988,2.206370885265308,0.6667120219771666,4.113190147913456,Lotus
3.7270965849936055,1.2233504027467124,0.6608817760316981,2.9066913576414852,Daisy
3.62403047096711,2.06303874376742,0.16786324026892813,2.126603589006575,Daisy
2.9663839253287163,1.9488132934467548,0.5963096969062174,2.4833245987268633,Daisy
3.583990587895946,1.162353285810487,1.133725593885048,2.538766354592568,Daisy
3.532818438381468,1.7177299871696077,0.544302769521014,2.567165207283739,Daisy
3.2628576633664066,1.6414405071407987,0.9646073489425101,2.9036260138464933,Daisy
3.977955987991819,1.3466352970706446,0.10311855392242575,2.4622639239701054,Daisy
3.5167174736866085,1.8282574555412845,-0.10773938891444579,2.958865095838184,Daisy
3.452597630426303,1.371935679015774,0.09636868742194976,2.003542998440269,Daisy
3.7469511751885745,1.521995390156521,0.013011730077683858,2.1114763683809152,Daisy
3.3992645902129617,2.000706457586818,0.3221225945909186,2.049057114064568,Daisy
3.426277080774217,1.4181829290756989,-0.4090659928824715,2.4837115400446566,Daisy
3.430719640937397,1.7088619094440256,0.9546868284836035,2.8379695088643273,Daisy
3.419333392833551,1.1680422273774989,1.1720079409749582,2.5177655302043465,Daisy
3.504178787573884,1.4927624738669991,0.4594254282303565,2.456691876422817,Daisy
3.3279013979359293,1.3359423176278824,0.3901740189352005,2.3369725686598706,Daisy
3.2861462651968507,1.531929068307569,0.3235068347737434,2.9511978965748065,Daisy
2.7047090574820967,1.8274520555767384,0.7738255577492887,1.8779829302775553,Daisy
3.397193721775895,1.3885677402012626,-0.022253508415346346,2.2666549937227374,Daisy
3.1668272463602514,2.0256811330270867,0.6807035179442383,2.8814665284982475,Daisy
3.7165016192129707,1.1612844686348311,0.24264392011606792,2.6468123683683755,Daisy
3.1333616573324163,1.7138995290517165,0.3279023805525595,2.387553757735121,Daisy
3.7132879904610476,1.6332789934458118,0.29171015025427605,2.8477989410092746,Daisy
3.1756810017200308,1.6847806820832791,0.5779303773905151,2.4071360682058027,Daisy
3.597839906672635,1.124665927084409,0.6772081057620702,2.4445293590671033,Daisy
3.343183093844288,1.8147027677510668,0.18869689283717225,2.077461611090932,Daisy
3.033011247942829,1.6818029854036918,0.015871194251115106,3.0264382545953095,Daisy
2.8754211776348835,2.0089369104870114,0.46330524016078556,2.4709860664388823,Daisy
3.336524273957315,1.6197408343056212,0.3887095892725455,2.8309905646049565,Daisy
3.5342682945986117,1.5450905284385632,0.29091633633584324,2.4829163128836798,Daisy
3.592340530667618,0.9869494822030124,-0.004455626631713894,2.7229792282068144,Daisy
3.5512596314383824,1.4448049990941962,0.405530179919618,2.604274511608501,Daisy
3.3380720959071914,1.2665085823793063,0.4587535765293045,2.2064881667154905,Daisy
3.6224758267143415,0.9892249187286479,0.7087466911976932,2.641779244723913,Daisy
3.576808920294163,1.7948072951836542,0.899642333338773,2.8043110195054393,Daisy
2.9477377306005064,1.1161269099792896,0.21255442669129637,2.50782731506325,Daisy
3.655297706140737,1.2822768560539604,0.45603002934312353,2.2733851202940034,Daisy
3.3165446591024157,1.0780016709455333,0.12303002616672876,2.0944946183151,Daisy
3.2072380241068004,1.816092538982352,0.11518033335041711,3.2897146194512175,Daisy
3.6479953702642667,1.555450837108462,0.14249266594563598,2.7100929638226976,Daisy
3.327308652128668,1.5366029443936084,1.1680253614806384,2.471182030082605,Daisy
3.8447819978857027,1.2890470724622338,0.38950345285091154,3.031240190690653,Daisy
3.3119098826636697,2.0437345673990785,0.6123255806366427,2.33125996723172,Daisy
3.689722321716656,1.791766334888019,0.586542988665159,2.028932584032863,Daisy
3.2818588472525394,1.4257444093345486,0.37766997126998614,2.6862016292652036,Daisy
3.553310300279976,1.0993966923869696,0.5140593553017889,2.6831757235851468,Daisy
3.667937134379312,1.8242342176663866,0.6501766463646712,2.637754023768531,Daisy
3.478950286562406,1.0017117199452026,0.5288854657397758,2.5623063061489333,Daisy
3.581473651158612,1.1169754272539072,0.07568303787752134,2.815945855999871,Daisy
3.4881334538430036,1.7044502092117872,0.4084955128391384,2.5089268418487234,Daisy
